Month,Day,TOTALDEMAND,YEAR,Date,relative_humidity,dew_temp,max_temp,min_temp,temp2m,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX,WS50M,WS10M,avg_temp,ws_avg_50,ws_avg_10,
12,31,191400.96,2017,31-12-2017,57.3,9.72,26.6,10.94,18.23,1.66,1.17,5.82,4.06,3.34,2.55,18.77,3.74,2.615,
1,1,187474.3,2018,01-01-2018,62.6,11.5,26.53,13.5,18.82,2.8,1.81,7.47,6.33,4.42,3.59,20.015,5.135,4.07,Monday
1,2,210555.7,2018,02-01-2018,63.27,10.4,23.23,13.2,17.37,3.9,2.67,8.23,6.98,5.51,4.52,18.215,6.065,4.825,Tuesday
1,3,212747.65,2018,03-01-2018,61.31,9.54,22.54,12.77,16.96,3.9,2.26,6.85,6.22,6.14,4.82,17.655,5.375,4.24,Wednesday
1,4,226675.37,2018,04-01-2018,60.84,11.53,27.72,13.16,19.19,0.74,0.64,6.48,5.9,3.48,2.9,20.44,3.61,3.27,Thursday
1,5,246495.47,2018,05-01-2018,53.45,11.87,30.11,14.41,21.68,1.1,1.23,4.63,3.25,2.62,2.14,22.26,2.865,2.24,Friday
1,6,267411.69,2018,06-01-2018,36.28,11.14,38.27,17.91,27.5,4.63,2.77,13.07,9.75,9.07,6.38,28.09,8.85,6.26,Saturday
1,7,214285.63,2018,07-01-2018,62.43,11.86,24.04,15.12,19.11,2.86,2.23,5.1,4.63,4.11,3.49,19.58,3.98,3.43,Sunday
1,8,237664.14,2018,08-01-2018,66.12,12.35,24.77,13.89,18.71,0.64,1.34,6.84,5.58,3.32,2.93,19.33,3.74,3.46,Monday
1,9,222722.1,2018,09-01-2018,60.84,9.6,23.15,12.68,17.14,4.49,3.29,8.85,7.93,6.73,5.45,17.915,6.67,5.61,Tuesday
1,10,233060.08,2018,10-01-2018,55.83,10.11,27.52,11.59,19.07,1.85,1.61,6.36,4.91,4.32,3.23,19.555,4.105,3.26,Wednesday
1,11,279215.81,2018,11-01-2018,39.99,10.39,34.59,14.7,24.98,0.61,0.36,7.58,4.15,3,2,24.645,4.095,2.255,Thursday
1,12,264045.74,2018,12-01-2018,67.04,16.71,28.83,15,23.05,3.33,2.43,11.74,8.67,8.18,5.81,21.915,7.535,5.55,Friday
1,13,197954.1,2018,13-01-2018,68.71,9.41,19.32,11.84,15.04,2.27,1.49,10.1,8.08,7.41,5.65,15.58,6.185,4.785,Saturday
1,14,184043.36,2018,14-01-2018,57.45,7.1,20.41,11.33,15.4,6.16,3.55,9.34,7.49,8.04,6.23,15.87,7.75,5.52,Sunday
1,15,218778.19,2018,15-01-2018,70.69,11.66,23.13,12.2,16.94,5.86,3.29,9.81,8.51,7.63,5.82,17.665,7.835,5.9,Monday
1,16,232148.06,2018,16-01-2018,57.44,10.39,26.63,12.01,18.9,4.55,2.76,7.48,6.4,5.76,4.33,19.32,6.015,4.58,Tuesday
1,17,258572.73,2018,17-01-2018,40.09,7.13,32.15,11.38,21.32,1.19,0.95,5.96,3.98,3.15,2.21,21.765,3.575,2.465,Wednesday
1,18,309296.13,2018,18-01-2018,25.8,6.28,38.2,15.68,27.69,2.37,1.63,9.3,7,6.49,4.32,26.94,5.835,4.315,Thursday
1,19,330141.19,2018,19-01-2018,24.61,6.89,40.59,18.73,29.22,1.27,1.24,10.09,7.36,6.8,4.74,29.66,5.68,4.3,Friday
1,20,249650.05,2018,20-01-2018,69.54,15.17,27.02,17.02,20.85,1.95,2.24,6.79,5.49,4.08,3.57,22.02,4.37,3.865,Saturday
1,21,254610.4,2018,21-01-2018,52.54,15.83,35.49,18.86,26.22,0.71,0.44,6.42,4.41,4.24,3.02,27.175,3.565,2.425,Sunday
1,22,275910.85,2018,22-01-2018,63.7,15.58,32.08,15.98,22.7,1.26,0.92,7.99,7.21,4.07,3.61,24.03,4.625,4.065,Monday
1,23,256628.94,2018,23-01-2018,61.09,11.96,26.59,15.26,19.57,3.85,3.44,6.23,5.6,5.09,4.44,20.925,5.04,4.52,Tuesday
1,24,257799.53,2018,24-01-2018,62.15,12.44,28.8,13.97,19.79,1.52,1.83,6.86,6.3,4.6,3.96,21.385,4.19,4.065,Wednesday
1,25,278490.42,2018,25-01-2018,60.08,14.85,33.78,15.15,22.9,0.58,0.44,5.87,5.03,3.67,2.85,24.465,3.225,2.735,Thursday
1,26,257198.92,2018,26-01-2018,73.32,17.66,31.98,17.5,22.59,0.73,0.68,7.16,6.04,3.56,2.86,24.74,3.945,3.36,Friday
1,27,278229.17,2018,27-01-2018,67.67,19,33.23,18.49,25.28,1.35,1.03,5.3,3.55,2.9,2.06,25.86,3.325,2.29,Saturday
1,28,318873.38,2018,28-01-2018,51.88,18.71,36.88,22.2,29.54,2.69,1.44,9.76,7.49,6.69,4.45,29.54,6.225,4.465,Sunday
1,29,320875.13,2018,29-01-2018,65.67,18.34,32.88,16.95,25.09,4.7,3.73,11.92,9.15,8.57,6.39,24.915,8.31,6.44,Monday
1,30,230479.14,2018,30-01-2018,68.77,10.44,19.03,13.69,16.1,8.08,6.32,10.74,8.97,9.45,7.52,16.36,9.41,7.645,Tuesday
1,31,217048.36,2018,31-01-2018,58.24,6.81,18.33,12.18,14.88,7.88,4.95,11.3,9.61,10.06,7.8,15.255,9.59,7.28,Wednesday
2,1,215482.81,2018,01-02-2018,59.06,7.85,21.77,10.41,15.77,5.4,3.41,8.43,7.51,6.91,5.32,16.09,6.915,5.46,Thursday
2,2,225892.68,2018,02-02-2018,66.08,11.33,23.89,12.48,17.65,3.95,3.28,7.19,6.15,5.89,4.46,18.185,5.57,4.715,Friday
2,3,209894.65,2018,03-02-2018,63.05,12.67,27.01,12.81,19.81,3.25,3.05,8.26,6.91,5.81,4.31,19.91,5.755,4.98,Saturday
2,4,212131.87,2018,04-02-2018,57.95,11.9,28.23,13.81,20.36,0.39,0.56,6.42,5.58,4.11,3.15,21.02,3.405,3.07,Sunday
2,5,252931.92,2018,05-02-2018,59.82,12.12,28.95,13.55,20.08,0.34,0.5,6.65,5.93,3.82,2.98,21.25,3.495,3.215,Monday
2,6,275079.45,2018,06-02-2018,55.61,13.11,31.57,13.95,22.34,0.24,0.4,6.73,4.83,3.69,2.66,22.76,3.485,2.615,Tuesday
2,7,318614.63,2018,07-02-2018,43.91,13.27,36.34,17.14,26.55,2.15,1,7.07,5.62,3.98,2.79,26.74,4.61,3.31,Wednesday
2,8,298946.02,2018,08-02-2018,60.32,15.7,29.21,19.05,23.73,2.63,1.43,5.43,4.74,3.99,3.09,24.13,4.03,3.085,Thursday
2,9,274203.74,2018,09-02-2018,68.99,16.01,28.37,17.5,21.85,2.33,1.66,5.09,3.37,3.47,2.67,22.935,3.71,2.515,Friday
2,10,236227.6,2018,10-02-2018,54,15.14,33.6,17.76,25.01,2.52,1.53,13.98,10.4,8.44,6.06,25.68,8.25,5.965,Saturday
2,11,200880.58,2018,11-02-2018,61.44,10.24,21.92,13.76,17.66,5.34,3.35,8.24,6.59,6.92,5.58,17.84,6.79,4.97,Sunday
2,12,232418.26,2018,12-02-2018,58.62,9.49,23.8,12.28,17.62,4.26,3.04,5.86,4.84,5.2,3.84,18.04,5.06,3.94,Monday
2,13,249765.43,2018,13-02-2018,51.1,10.53,28.26,13.51,20.99,0.52,0.32,8.54,4.49,3.61,2.23,20.885,4.53,2.405,Tuesday
2,14,230539,2018,14-02-2018,44.11,6.24,22.08,12.78,18.76,5.31,3.11,16.22,12.75,9.77,7.18,17.43,10.765,7.93,Wednesday
2,15,234520.49,2018,15-02-2018,60.96,9.36,22.1,11.59,16.86,4.93,3.02,7.18,5.94,6.12,4.45,16.845,6.055,4.48,Thursday
2,16,229472.71,2018,16-02-2018,59.43,9.34,23.32,12.9,17.24,3.38,2.06,6.76,5.76,5.55,4.12,18.11,5.07,3.91,Friday
2,17,211599.87,2018,17-02-2018,51.47,9.19,29.29,11.61,19.42,0.97,0.66,6.35,5.02,3.87,3.02,20.45,3.66,2.84,Saturday
2,18,210171.03,2018,18-02-2018,65.36,12.92,28.8,13.69,19.49,0.26,0.15,7.26,6.48,4.32,3.54,21.245,3.76,3.315,Sunday
2,19,226232.85,2018,19-02-2018,69.12,13.94,25.84,15.39,19.67,6.04,4.3,11.2,9.07,8.53,6.75,20.615,8.62,6.685,Monday
2,20,240070.77,2018,20-02-2018,51.43,9.99,29.05,12.71,20.3,2.1,2.16,7.64,5.37,5.04,3.79,20.88,4.87,3.765,Tuesday
2,21,248962.83,2018,21-02-2018,42.2,9.11,30.33,16.12,22.65,1.65,0.97,9.45,7.77,5.21,3.82,23.225,5.55,4.37,Wednesday
2,22,267214.13,2018,22-02-2018,51.93,12.45,28.39,18.53,22.78,0.67,0.46,4.61,3.66,2.82,2,23.46,2.64,2.06,Thursday
2,23,272656.69,2018,23-02-2018,53.53,14.95,31.29,19.53,24.95,2.49,1.44,13.28,9.31,8.49,5.95,25.41,7.885,5.375,Friday
2,24,238452.87,2018,24-02-2018,61.19,15.29,29.93,15.09,23.06,7.67,5.99,12.92,8.8,9.61,7.36,22.51,10.295,7.395,Saturday
2,25,192610.14,2018,25-02-2018,59.55,8.38,19.81,13.99,16.19,7.55,4.8,11.03,9.5,9.76,7.8,16.9,9.29,7.15,Sunday
2,26,235904.73,2018,26-02-2018,56.16,10.04,27.34,11.55,18.9,2.77,1.85,7.13,5.2,5.01,3.73,19.445,4.95,3.525,Monday
2,27,255788.57,2018,27-02-2018,43.28,9.59,31.42,14.07,22.76,2.21,1.6,10.16,8.28,6.53,4.48,22.745,6.185,4.94,Tuesday
2,28,246800.34,2018,28-02-2018,41.54,8.23,28.43,15.73,21.94,6.95,4.75,15.24,12.08,10.81,8.1,22.08,11.095,8.415,Wednesday
3,1,230168.04,2018,01-03-2018,71.45,12.01,21.26,14.56,17.14,5.09,3.02,8.12,6.63,7,5.55,17.91,6.605,4.825,Thursday
3,2,239920.66,2018,02-03-2018,62.14,11.26,25.84,13.97,18.56,1.39,1.57,5.3,3.7,3.72,2.68,19.905,3.345,2.635,Friday
3,3,222192.61,2018,03-03-2018,49.23,10.5,31.59,14.18,21.57,2.49,1.67,9.52,8.16,5.91,4.49,22.885,6.005,4.915,Saturday
3,4,202668.4,2018,04-03-2018,61.39,9.47,21.91,14.02,16.86,5.08,3.16,7.12,6.15,6.04,4.85,17.965,6.1,4.655,Sunday
3,5,225054.57,2018,05-03-2018,59.36,8.3,20.34,12.96,16.16,6.25,4.04,9.61,8.17,7.9,6.11,16.65,7.93,6.105,Monday
3,6,227701.62,2018,06-03-2018,58.08,9.49,25.05,11.79,17.77,4.36,2.94,7.59,6.43,6.16,4.6,18.42,5.975,4.685,Tuesday
3,7,245435,2018,07-03-2018,50.03,10.12,29.79,12.71,20.89,0.75,0.63,6.9,5.12,4.02,2.88,21.25,3.825,2.875,Wednesday
3,8,257465.18,2018,08-03-2018,45.23,9.57,30.79,14.65,21.99,0.53,0.54,7.15,5.8,3.7,2.7,22.72,3.84,3.17,Thursday
3,9,255610.97,2018,09-03-2018,43.38,8.82,31.64,14.6,21.87,0.77,0.5,6.5,5.32,3.13,2.33,23.12,3.635,2.91,Friday
3,10,240797.77,2018,10-03-2018,31.81,6.77,34.97,15.16,24.76,0.3,0.16,6.11,3.09,2.67,1.87,25.065,3.205,1.625,Saturday
3,11,208972.36,2018,11-03-2018,52.88,10.4,25.91,13.85,20.27,4.97,3.23,7.86,7.04,6.72,5.14,19.88,6.415,5.135,Sunday
3,12,195084.62,2018,12-03-2018,64.43,10.17,21.59,13.74,16.84,6.72,4.82,8.6,7.47,7.61,6.08,17.665,7.66,6.145,Monday
3,13,225327.25,2018,13-03-2018,65.66,10.51,22.03,13.58,16.9,5.58,3.35,7.57,6.7,6.48,4.96,17.805,6.575,5.025,Tuesday
3,14,228390.7,2018,14-03-2018,63.24,10.51,23.77,13.77,17.49,2.38,2.35,6.08,5.05,4.4,3.42,18.77,4.23,3.7,Wednesday
3,15,232090.54,2018,15-03-2018,66.2,10.51,23.06,13.46,16.77,1.74,1.56,6.18,5.24,4.39,3.35,18.26,3.96,3.4,Thursday
3,16,232568.69,2018,16-03-2018,56.73,9.61,23.43,12.28,18.27,1.18,1.03,7.02,3.96,4.29,2.77,17.855,4.1,2.495,Friday
3,17,221430.24,2018,17-03-2018,38.6,8.99,30.71,16.59,24.02,6.65,4.11,14.05,9.65,9.75,6.7,23.65,10.35,6.88,Saturday
3,18,194525.41,2018,18-03-2018,38.86,5.35,25.43,13.73,19.84,6.72,3.71,17.45,13.77,10.78,7.7,19.58,12.085,8.74,Sunday
3,19,223235.89,2018,19-03-2018,55.84,9.14,25.63,11.82,18.04,5.34,3.59,10.07,8.02,8.08,5.89,18.725,7.705,5.805,Monday
3,20,221588.52,2018,20-03-2018,62.23,8.02,19.01,12.2,15.12,5.47,3.93,10.74,8.99,8.47,6.64,15.605,8.105,6.46,Tuesday
3,21,222508.63,2018,21-03-2018,54.43,8.23,25.14,11.26,17.47,5.73,4.27,8.93,6.8,7.62,5.71,18.2,7.33,5.535,Wednesday
3,22,230041.01,2018,22-03-2018,48.23,8.51,27.78,12.51,19.75,2.17,1.71,6.2,4.56,4.31,2.92,20.145,4.185,3.135,Thursday
3,23,238596.65,2018,23-03-2018,46.06,9.84,28.73,15.91,21.98,5.04,2.63,9.13,7.24,6.62,4.4,22.32,7.085,4.935,Friday
3,24,224625.39,2018,24-03-2018,77,15.78,22.34,18.29,19.87,2.82,1.69,8.71,6.27,5.88,3.96,20.315,5.765,3.98,Saturday
3,25,197837.03,2018,25-03-2018,67.3,11.89,23.04,9.64,17.95,8.93,6.48,14.11,10.87,11.48,8.58,16.34,11.52,8.675,Sunday
3,26,224976.43,2018,26-03-2018,69.74,7.24,18.01,8.61,12.56,5.38,3.08,12.03,9.05,9.57,7.05,13.31,8.705,6.065,Monday
3,27,233618.73,2018,27-03-2018,62.19,7.9,21.99,8.68,15,2.62,1.79,8.55,5.88,5.81,4,15.335,5.585,3.835,Tuesday
3,28,235488.01,2018,28-03-2018,53.18,9.59,27.79,14.4,19.32,3.67,2.33,11.61,9.18,7.78,5.71,21.095,7.64,5.755,Wednesday
3,29,232914.52,2018,29-03-2018,70.21,11.68,24.05,12.84,17.07,0.22,0.25,4.73,3.5,2.99,2.17,18.445,2.475,1.875,Thursday
3,30,194140.69,2018,30-03-2018,71.49,11.03,23.19,11.12,16.11,1.31,0.86,6.96,5.76,5.37,3.83,17.155,4.135,3.31,Friday
3,31,199375.28,2018,31-03-2018,63.07,9.16,23.52,11.05,16.11,0.84,0.56,3.74,2.57,2.53,1.78,17.285,2.29,1.565,Saturday
4,1,193264.36,2018,01-04-2018,56.56,9.58,25.91,12.21,18.29,1.02,0.68,7.66,5.83,4.65,3.12,19.06,4.34,3.255,Sunday
4,2,196516.5,2018,02-04-2018,71.85,10.89,20.9,12.51,15.9,3.96,2.27,6.46,5.53,5.2,3.69,16.705,5.21,3.9,Monday
4,3,226763.06,2018,03-04-2018,72.62,10.12,20.6,11.16,14.93,3.85,2.33,5.03,3.79,4.4,3.11,15.88,4.44,3.06,Tuesday
4,4,231949.22,2018,04-04-2018,68.55,10.22,24.54,11.09,15.92,0.29,0.26,5.69,3.88,3.05,2.1,17.815,2.99,2.07,Wednesday
4,5,235103.39,2018,05-04-2018,73.91,10.92,22.31,11.51,15.49,1.31,1.05,6.08,4.03,3.25,2.46,16.91,3.695,2.54,Thursday
4,6,231958.14,2018,06-04-2018,76.57,11.03,20.49,11.99,15.07,3.14,1.93,5.5,4.85,4.26,3.1,16.24,4.32,3.39,Friday
4,7,211876.95,2018,07-04-2018,65.21,9.53,22.88,11.45,15.97,0.29,0.15,4.62,3.08,2.97,2.08,17.165,2.455,1.615,Saturday
4,8,201142.33,2018,08-04-2018,48.5,8.16,29.03,11.88,19.29,3.29,1.76,10.79,8.23,7.16,4.69,20.455,7.04,4.995,Sunday
4,9,237405.85,2018,09-04-2018,66.19,12.1,24.41,13.4,18.43,1.66,1.69,5.1,3.09,3.31,2.3,18.905,3.38,2.39,Monday
4,10,244846.02,2018,10-04-2018,54.97,12.31,28.38,15.19,21.68,4.54,2.48,9.83,5.9,7.06,4.21,21.785,7.185,4.19,Tuesday
4,11,243889.99,2018,11-04-2018,64.58,13.56,27.19,15.76,20.35,0.6,0.64,5.75,4.64,3.28,2.28,21.475,3.175,2.64,Wednesday
4,12,239753.26,2018,12-04-2018,46.17,8.85,26.15,12.62,20.86,3.58,2.06,12.13,9.28,9.13,6.04,19.385,7.855,5.67,Thursday
4,13,227219.52,2018,13-04-2018,55.5,8.97,24.51,11.1,17.95,1.14,0.67,12.62,8.99,8.09,5.63,17.805,6.88,4.83,Friday
4,14,210270.61,2018,14-04-2018,67.52,6.89,16.28,10.16,12.68,9.66,6.88,19.42,15.27,13.22,9.98,13.22,14.54,11.075,Saturday
4,15,208246.78,2018,15-04-2018,83.64,10.7,16.98,10.29,13.41,7.58,4.54,12.15,9.21,10.31,7.34,13.635,9.865,6.875,Sunday
4,16,231389.28,2018,16-04-2018,78.76,10.9,19.18,10.24,14.51,7.12,3.9,11.3,8.77,9.47,6.69,14.71,9.21,6.335,Monday
4,17,242185.71,2018,17-04-2018,68.16,6.24,16.54,9.09,11.86,5.15,2.94,7.03,5.53,6.13,4.18,12.815,6.09,4.235,Tuesday
4,18,241569.75,2018,18-04-2018,61.43,6.53,21.64,7.53,13.76,1.68,1.1,4.84,3.14,3.1,2.1,14.585,3.26,2.12,Wednesday
4,19,240897.87,2018,19-04-2018,61.13,8.03,22.6,11.41,15.41,1.87,1.56,5.3,3.05,3.33,2.18,17.005,3.585,2.305,Thursday
4,20,236648.18,2018,20-04-2018,68.34,8.95,22.51,10.46,14.65,0.81,0.67,5.01,3.48,2.6,1.9,16.485,2.91,2.075,Friday
4,21,214958.52,2018,21-04-2018,71.9,9.91,22.67,9.22,14.86,1.12,0.85,4.87,4.08,2.85,2.11,15.945,2.995,2.465,Saturday
4,22,207324.1,2018,22-04-2018,76.85,11.52,23.36,10.38,15.52,1.02,0.94,5.02,2.96,2.78,1.92,16.87,3.02,1.95,Sunday
4,23,235599.94,2018,23-04-2018,58.06,9.51,26.82,10.33,17.79,0.73,0.52,9.42,5.61,5.31,3.41,18.575,5.075,3.065,Monday
4,24,235285.29,2018,24-04-2018,54.96,9.33,24.88,14.25,18.49,0.88,0.55,9.74,6.26,6.18,4.18,19.565,5.31,3.405,Tuesday
4,25,213309.91,2018,25-04-2018,70.92,10.61,21.96,12.77,15.81,0.73,0.72,6.01,4.8,3,2.13,17.365,3.37,2.76,Wednesday
4,26,235235.02,2018,26-04-2018,72.09,8.15,18.27,9.33,13.01,4.01,2.45,7.49,6.09,5.91,4.01,13.8,5.75,4.27,Thursday
4,27,238158.93,2018,27-04-2018,75.68,8.28,17.24,9.27,12.41,4.43,2.65,6.14,4.93,5.21,3.57,13.255,5.285,3.79,Friday
4,28,217226.76,2018,28-04-2018,74.86,8.31,19.62,8.35,12.61,1.13,1.23,6.24,3.98,3.79,2.6,13.985,3.685,2.605,Saturday
4,29,210555.43,2018,29-04-2018,77.73,9.52,18.32,10.25,13.29,3.71,2.33,5.53,4.85,4.92,3.42,14.285,4.62,3.59,Sunday
4,30,243103.37,2018,30-04-2018,66.2,7.46,20.68,9.35,13.57,1.2,1.11,3.76,2.42,2.37,1.72,15.015,2.48,1.765,Monday
5,1,240180.69,2018,01-05-2018,44.81,2.56,22.74,7.97,14.46,3.26,2.26,7.18,5.02,5.66,3.65,15.355,5.22,3.64,Tuesday
5,2,237433.19,2018,02-05-2018,52.87,6.06,20.77,12.54,15.62,5.85,3.54,8.58,5.61,7.25,4.38,16.655,7.215,4.575,Wednesday
5,3,234715.67,2018,03-05-2018,54.28,7.38,24.78,11.6,16.61,7.95,4.63,15.88,11.43,10.83,7.66,18.19,11.915,8.03,Thursday
5,4,233740.92,2018,04-05-2018,72.8,7.51,16,9.5,12.2,7.91,4.69,12.17,9.56,9.42,6.67,12.75,10.04,7.125,Friday
5,5,213785.99,2018,05-05-2018,73.46,8.55,18.92,8.89,13.13,6.2,3.55,8.54,6.91,7.57,5.01,13.905,7.37,5.23,Saturday
5,6,211680.78,2018,06-05-2018,70.97,8.97,20.6,9.17,14.09,2.63,1.52,6.75,4.24,4.89,3.17,14.885,4.69,2.88,Sunday
5,7,236509.11,2018,07-05-2018,62.43,6.28,17.81,9.1,13.24,7.25,4.12,13.83,10.64,9.72,6.73,13.455,10.54,7.38,Monday
5,8,245753.73,2018,08-05-2018,68.23,7.49,18.61,9.58,13.15,0.88,0.68,7,3.97,3.05,1.99,14.095,3.94,2.325,Tuesday
5,9,245442.92,2018,09-05-2018,70.78,6.97,17.06,7.24,12.05,4.12,2.6,10,7.34,7.83,5.47,12.15,7.06,4.97,Wednesday
5,10,257037.01,2018,10-05-2018,87.19,6.2,10.4,6.99,8.22,4.78,2.96,7.78,6.24,6.41,4.56,8.695,6.28,4.6,Thursday
5,11,266934.74,2018,11-05-2018,89.82,9.05,12.48,8.23,10.67,7.89,5.5,16.8,13.09,12.6,9.47,10.355,12.345,9.295,Friday
5,12,222547.51,2018,12-05-2018,79.47,8.93,15.3,9.97,12.35,8.77,5.85,12.07,9.55,10.51,7.7,12.635,10.42,7.7,Saturday
5,13,217459.42,2018,13-05-2018,83.39,9.4,15.81,8.42,12.13,4.47,2.79,8.65,6.1,6.72,4.73,12.115,6.56,4.445,Sunday
5,14,259771.91,2018,14-05-2018,83.69,8.23,16.65,8.06,10.88,0.25,0.25,4.18,2.71,2.48,1.76,12.355,2.215,1.48,Monday
5,15,263801.04,2018,15-05-2018,81.31,7.7,13.16,9.09,10.76,3.27,2.12,9.57,7.65,6.86,4.75,11.125,6.42,4.885,Tuesday
5,16,266798.46,2018,16-05-2018,73.7,5.72,13.85,7.38,10.16,4.9,2.73,7.29,5.41,6.07,3.98,10.615,6.095,4.07,Wednesday
5,17,263514.31,2018,17-05-2018,82.37,7.39,14.27,6.67,10.26,5.13,3.12,7.17,5.82,6.16,4.09,10.47,6.15,4.47,Thursday
5,18,254707.15,2018,18-05-2018,87.44,9.67,15.86,9.34,11.7,5.56,3.01,7.34,5.73,6.39,4.12,12.6,6.45,4.37,Friday
5,19,238524.29,2018,19-05-2018,81.65,7.39,14.1,8.33,10.38,4.47,2.84,7.4,4.43,5.4,3.57,11.215,5.935,3.635,Saturday
5,20,224698.52,2018,20-05-2018,85.65,9.77,15.76,8.52,12.1,7.27,4.55,9.81,7.59,8.52,5.79,12.14,8.54,6.07,Sunday
5,21,248093.61,2018,21-05-2018,84.32,9.51,14.44,10.12,12.07,7.26,4.64,10,7.6,8.75,5.89,12.28,8.63,6.12,Monday
5,22,253845.99,2018,22-05-2018,90.33,11.01,15.37,10.39,12.57,5.68,3.07,9.6,7.4,7.82,5.19,12.88,7.64,5.235,Tuesday
5,23,258705.66,2018,23-05-2018,86.68,9.46,14.97,9.77,11.62,5.09,2.92,6.52,5.34,5.78,3.75,12.37,5.805,4.13,Wednesday
5,24,259107.88,2018,24-05-2018,77.7,8.28,15,10.09,12.02,5.5,2.98,6.76,5.67,6.11,3.98,12.545,6.13,4.325,Thursday
5,25,255915.14,2018,25-05-2018,75.76,6.17,15.1,6.91,10.23,1.07,1.13,5.46,2.98,2.9,1.97,11.005,3.265,2.055,Friday
5,26,230768.17,2018,26-05-2018,72.52,6.02,18.68,4.75,10.71,2.29,1.62,7.24,4.07,4.81,3.08,11.715,4.765,2.845,Saturday
5,27,212089.02,2018,27-05-2018,75.01,8.25,16.91,8.51,12.51,6.91,4.06,9.1,6.91,8.01,5.14,12.71,8.005,5.485,Sunday
5,28,238720.53,2018,28-05-2018,67.22,8.31,18.87,11,14.23,7.98,4.81,12.45,8.85,9.55,6.46,14.935,10.215,6.83,Monday
5,29,246285.52,2018,29-05-2018,71.87,7.13,15.57,8.23,12,3.27,2.13,12.52,8.95,7.99,5.9,11.9,7.895,5.54,Tuesday
5,30,255661.24,2018,30-05-2018,77.68,5.82,13.28,5.63,9.49,4.53,2.71,11.53,7.73,7.65,5.2,9.455,8.03,5.22,Wednesday
5,31,262319.89,2018,31-05-2018,75.96,5.26,13.52,6.13,9.24,4.25,2.74,9.63,7.11,7.55,5.08,9.825,6.94,4.925,Thursday
6,1,266291.2,2018,01-06-2018,76.99,4.78,14.18,5.6,8.55,0.74,0.46,4.23,3.08,2.93,2.06,9.89,2.485,1.77,Friday
6,2,246452.15,2018,02-06-2018,88.57,6.83,13.66,5.57,8.63,1.63,1.19,4.87,3.85,3.61,2.49,9.615,3.25,2.52,Saturday
6,3,242355.17,2018,03-06-2018,88.92,7.17,13.87,6.86,8.92,1.43,1.18,4.73,3.35,3.31,2.33,10.365,3.08,2.265,Sunday
6,4,270770.82,2018,04-06-2018,87.4,7.92,14.06,7.51,9.93,3.02,2.01,5.24,4.07,4.21,2.82,10.785,4.13,3.04,Monday
6,5,265950.26,2018,05-06-2018,88.88,8.14,14.74,6.4,9.9,3.42,2.21,4.86,3.14,4.17,2.79,10.57,4.14,2.675,Tuesday
6,6,264076.85,2018,06-06-2018,76.92,6.1,17.42,4.32,9.93,3.6,2.48,8.4,4.71,5.44,3.39,10.87,6,3.595,Wednesday
6,7,257155.26,2018,07-06-2018,76.02,7.81,14.92,8.54,11.86,8.06,4.62,13.66,9.89,10.82,7.57,11.73,10.86,7.255,Thursday
6,8,259820.03,2018,08-06-2018,78.19,7.48,13.03,9.58,11.11,6.62,3.85,14.25,10.41,9.94,7.17,11.305,10.435,7.13,Friday
6,9,240464.39,2018,09-06-2018,86.38,8.43,14.23,8.27,10.62,1.77,1.32,6.52,3.72,3.45,2.17,11.25,4.145,2.52,Saturday
6,10,234075.73,2018,10-06-2018,80.64,6.65,15.41,6.76,9.8,1.24,0.88,4.22,2.73,2.06,1.51,11.085,2.73,1.805,Sunday
6,11,226841.97,2018,11-06-2018,79.29,6.41,15.79,4.66,9.81,4.75,2.99,12.3,8.98,8.18,5.66,10.225,8.525,5.985,Monday
6,12,254522.59,2018,12-06-2018,89.71,8.84,13.23,8.6,10.48,7.7,4.6,12.04,8.84,9.48,6.79,10.915,9.87,6.72,Tuesday
6,13,263149.21,2018,13-06-2018,86.17,6.42,12.34,6.02,8.61,6.12,3.51,10.93,8.62,8.1,5.5,9.18,8.525,6.065,Wednesday
6,14,261088.97,2018,14-06-2018,82.33,6.15,11.52,6.43,8.99,8.46,5.06,16.89,12.65,11.59,8.54,8.975,12.675,8.855,Thursday
6,15,266018.02,2018,15-06-2018,84.38,6.01,10.52,6.35,8.49,9.69,6.46,13.43,9.71,10.89,7.77,8.435,11.56,8.085,Friday
6,16,248702.47,2018,16-06-2018,88.97,5.01,9.27,5.09,6.72,7.42,5.01,11.06,7.83,8.7,6.24,7.18,9.24,6.42,Saturday
6,17,241571.19,2018,17-06-2018,91.67,7.78,10.66,6.66,9.09,8.36,6.01,13.87,10.3,11.1,8.21,8.66,11.115,8.155,Sunday
6,18,277037.47,2018,18-06-2018,87,6.27,10.67,4.98,8.32,4.39,2.77,8.63,6,6.75,4.59,7.825,6.51,4.385,Monday
6,19,287660.24,2018,19-06-2018,84.01,4.62,12.88,4.36,7.15,0.68,0.45,5.52,4.52,3.46,2.43,8.62,3.1,2.485,Tuesday
6,20,282611.76,2018,20-06-2018,82.27,3.96,11.9,3.56,6.77,4.24,2.69,6.88,5.4,5.36,3.48,7.73,5.56,4.045,Wednesday
6,21,287084.04,2018,21-06-2018,80.3,4.16,13.67,2.47,7.32,1.68,1.23,4.79,3.35,3.68,2.55,8.07,3.235,2.29,Thursday
6,22,280592.8,2018,22-06-2018,78.35,4.33,13.62,4.42,7.84,1.71,1.26,6.44,3.7,3.6,2.44,9.02,4.075,2.48,Friday
